"name","month","opened","responses","activities"
"dev7","2004-03",0,2,2
"dev17","2006-04",0,1,1
"dev18","2011-03",0,2,2
"dev3","2006-02",0,1,1
"dev3","2006-09",0,3,3
"dev3","2006-11",0,1,1
"dev3","2007-02",0,3,3
"dev3","2005-10",0,3,3
"dev3","2005-11",0,1,1
"dev17","2009-02",0,2,2
"dev17","2007-08",0,3,3
"dev17","2008-04",0,3,3
"dev7","2009-03",0,1,1
"dev17","2008-08",0,4,4
"dev17","2003-03",1,0,1
"dev17","2003-05",6,0,6
"dev17","2006-06",0,4,4
"dev41","2013-12",0,2,2
"dev17","2008-07",0,2,2
"dev18","2009-01",0,2,2
"dev18","2009-02",0,2,2
"dev18","2009-03",0,9,9
"dev18","2009-04",0,1,1
"dev18","2009-05",0,1,1
"dev18","2009-08",0,3,3
"dev18","2009-09",0,4,4
"dev18","2009-10",0,3,3
"dev18","2009-11",0,3,3
"dev18","2010-03",0,3,3
"dev18","2010-11",0,7,7
"dev18","2012-09",0,2,2
"dev99","2007-12",0,1,1
"dev99","2008-04",0,1,1
"dev99","2009-06",0,1,1
"dev7","2011-11",0,1,1
"dev18","2003-09",1,0,1
"dev18","2003-10",2,0,2
"dev18","2003-11",5,0,5
"dev18","2003-12",5,0,5
"dev18","2004-01",11,0,11
"dev18","2004-02",6,0,6
"dev18","2004-03",5,0,5
"dev18","2004-04",4,0,4
"dev18","2004-05",8,0,8
"dev18","2004-06",11,0,11
"dev18","2004-07",18,0,18
"dev18","2004-08",7,0,7
"dev18","2004-09",9,0,9
"dev18","2004-10",13,0,13
"dev18","2004-11",12,0,12
"dev18","2004-12",15,0,15
"dev18","2005-01",20,0,20
"dev18","2005-02",3,0,3
"dev18","2005-03",16,0,16
"dev18","2005-04",7,0,7
"dev18","2005-05",6,0,6
"dev18","2005-06",19,0,19
"dev18","2005-07",7,0,7
"dev17","2006-08",0,1,1
"dev17","2007-07",0,4,4
"dev95","2002-04",1,0,1
"dev18","2010-07",0,5,5
"dev18","2010-06",0,1,1
"dev18","2010-05",0,11,11
"dev18","2011-01",0,1,1
"dev16","2001-06",1,0,1
"dev16","2001-07",10,0,10
"dev16","2001-08",20,0,20
"dev16","2001-09",1,0,1
"dev16","2001-10",3,0,3
"dev16","2001-11",2,0,2
"dev16","2002-01",7,0,7
"dev16","2002-02",5,0,5
"dev16","2002-03",26,0,26
"dev16","2002-04",29,0,29
"dev16","2002-05",29,0,29
"dev16","2002-06",15,0,15
"dev16","2002-07",18,0,18
"dev16","2002-08",10,0,10
"dev18","2011-07",0,17,17
"dev18","2011-10",0,4,4
"dev99","2005-05",1,0,1
"dev18","2011-06",0,1,1
"dev18","2011-05",0,1,1
"dev95","2001-12",0,1,1
"dev41","2014-01",0,5,5
"dev18","2003-05",1,0,1
"dev18","2003-06",4,0,4
"dev99","2007-02",1,1,2
"dev41","2014-12",0,1,1
"dev18","2012-07",0,3,3
"dev18","2014-07",0,1,1
"dev18","2013-02",0,15,15
"dev18","2013-10",0,7,7
"dev18","2013-08",0,2,2
"dev18","2013-05",1,1,2
"dev18","2012-01",0,1,1
"dev18","2012-10",0,4,4
"dev18","2012-02",0,2,2
"dev18","2012-08",0,1,1
"dev18","2013-03",0,1,1
"dev18","2014-03",0,1,1
"dev18","2014-04",0,1,1
"dev17","2005-09",0,1,1
"dev18","2007-06",2,7,9
"dev18","2007-07",1,4,5
"dev18","2007-08",4,4,8
"dev18","2007-09",3,4,7
"dev18","2007-10",0,2,2
"dev18","2007-11",1,1,2
"dev18","2007-12",1,2,3
"dev18","2008-04",2,1,3
"dev18","2008-05",1,2,3
"dev18","2008-06",1,1,2
"dev18","2008-07",8,5,13
"dev18","2008-08",3,3,6
